设备ID,设备类型,时间戳,温度(℃),压力(MPa),振动(m/s²),流量(m³/h),产量(件),合格率(%),故障标记,故障类型
EQ005,离心泵,2026-02-28 05:26:42,58.26,8.05,1.24,101.89,777.95,98.26,0,无
EQ005,离心泵,2026-02-28 06:26:42,67.14,7.9,1.403,118.91,800.68,98.25,0,无
EQ005,离心泵,2026-02-28 07:26:42,69.63,7.66,1.054,113.31,783.39,99.43,0,无
EQ005,离心泵,2026-02-28 08:26:42,67.86,7.43,1.02,123.73,754.67,97.27,0,无
EQ005,离心泵,2026-02-28 09:26:42,71.72,7.69,1.486,132.55,763.33,97.11,0,无
EQ005,离心泵,2026-02-28 10:26:42,63.62,7.46,1.236,117.94,818.03,99.4,0,无
EQ005,离心泵,2026-02-28 11:26:42,69.09,8.24,0.61,124.43,886.13,94.99,0,无
EQ005,离心泵,2026-02-28 12:26:42,68.45,7.92,0.945,128.01,885.49,98.78,0,无
EQ005,离心泵,2026-02-28 13:26:42,63.14,7.53,1.243,128.73,780.65,97.71,0,无
EQ005,离心泵,2026-02-28 14:26:42,79.11,8.54,1.545,105.4,764.64,98.07,0,无
EQ005,离心泵,2026-02-28 15:26:42,59.99,8.8,1.623,114.66,889.2,98.0,0,无
EQ005,离心泵,2026-02-28 16:26:42,77.95,8.07,1.373,134.0,863.88,98.51,0,无
EQ005,离心泵,2026-02-28 17:26:42,64.29,8.26,0.955,121.52,744.53,96.22,0,无
EQ005,离心泵,2026-02-28 18:26:42,65.25,8.63,1.478,119.18,887.35,97.43,0,无
EQ005,离心泵,2026-02-28 19:26:42,55.41,6.91,0.846,128.17,768.26,98.46,0,无
EQ005,离心泵,2026-02-28 20:26:42,73.23,7.45,1.344,125.39,756.96,99.35,0,无
EQ005,离心泵,2026-02-28 21:26:42,63.56,7.81,1.833,125.23,846.26,99.35,1,流量异常
EQ005,离心泵,2026-02-28 22:26:42,61.75,8.62,1.049,114.55,786.4,97.38,0,无
EQ005,离心泵,2026-02-28 23:26:42,69.11,8.13,1.053,126.75,786.24,97.67,0,无
EQ005,离心泵,2026-03-01 00:26:42,65.24,8.23,1.317,116.37,842.36,97.78,0,无
EQ005,离心泵,2026-03-01 01:26:42,61.73,7.27,1.495,120.12,810.54,99.05,0,无
EQ005,离心泵,2026-03-01 02:26:42,62.61,7.31,1.221,123.08,786.86,99.47,0,无
EQ005,离心泵,2026-03-01 03:26:42,52.57,8.56,1.437,124.57,633.2,99.28,0,无
EQ005,离心泵,2026-03-01 04:26:42,59.87,7.75,1.149,124.07,831.97,98.89,0,无
EQ005,离心泵,2026-03-01 05:26:42,69.08,8.13,1.325,109.09,762.45,98.9,0,无
EQ005,离心泵,2026-03-01 06:26:42,69.19,8.36,1.046,129.1,741.94,99.08,0,无
EQ005,离心泵,2026-03-01 07:26:42,63.7,8.84,0.744,137.63,781.93,97.62,0,无
EQ005,离心泵,2026-03-01 08:26:42,65.97,7.65,1.178,112.62,764.95,98.49,0,无
EQ005,离心泵,2026-03-01 09:26:42,60.49,7.62,0.788,114.96,865.58,97.15,0,无
EQ005,离心泵,2026-03-01 10:26:42,61.34,4.05,1.089,142.28,791.87,98.34,0,无
EQ005,离心泵,2026-03-01 11:26:42,69.72,8.46,1.27,118.39,901.2,97.9,0,无
EQ005,离心泵,2026-03-01 12:26:42,62.79,7.68,0.682,128.22,682.6,97.99,0,无
EQ005,离心泵,2026-03-01 13:26:42,63.98,9.12,0.651,110.99,793.2,97.8,0,无
EQ005,离心泵,2026-03-01 14:26:42,62.25,7.96,0.822,123.57,683.93,97.97,0,无
EQ005,离心泵,2026-03-01 15:26:42,62.0,8.51,1.727,116.69,869.54,97.68,0,无
EQ005,离心泵,2026-03-01 16:26:42,60.17,8.87,1.356,120.04,834.36,98.27,0,无
EQ005,离心泵,2026-03-01 17:26:42,64.65,7.34,1.119,126.23,793.86,98.9,0,无
EQ005,离心泵,2026-03-01 18:26:42,66.92,7.56,0.804,118.43,773.79,98.34,0,无
EQ005,离心泵,2026-03-01 19:26:42,61.41,7.69,1.516,121.48,764.86,98.02,0,无
EQ005,离心泵,2026-03-01 20:26:42,71.89,8.15,1.378,112.48,851.32,100.32,0,无
EQ005,离心泵,2026-03-01 21:26:42,61.04,7.41,1.253,128.76,795.43,96.95,0,无
EQ005,离心泵,2026-03-01 22:26:42,64.46,8.3,1.078,126.07,858.24,98.24,0,无
EQ005,离心泵,2026-03-01 23:26:42,64.86,8.41,0.943,110.45,786.67,97.51,0,无
EQ005,离心泵,2026-03-02 00:26:42,60.98,8.92,1.852,116.46,804.59,97.81,0,无
EQ005,离心泵,2026-03-02 01:26:42,70.54,8.65,0.667,124.76,734.66,99.76,0,无
EQ005,离心泵,2026-03-02 02:26:42,67.2,7.59,1.128,117.11,826.26,99.04,0,无
EQ005,离心泵,2026-03-02 03:26:42,59.26,8.92,1.682,111.25,803.64,99.71,0,无
EQ005,离心泵,2026-03-02 04:26:42,71.16,7.83,1.444,149.97,805.26,97.37,0,无
EQ005,离心泵,2026-03-02 05:26:42,65.86,4.06,1.043,124.42,737.28,97.33,0,无
EQ005,离心泵,2026-03-02 06:26:42,68.79,7.12,1.471,99.88,713.43,97.5,0,无
EQ005,离心泵,2026-03-02 07:26:42,66.43,8.66,1.217,117.53,828.98,97.13,0,无
EQ005,离心泵,2026-03-02 08:26:42,65.7,7.4,1.225,118.7,759.79,98.17,0,无
EQ005,离心泵,2026-03-02 09:26:42,65.79,8.59,0.718,119.24,761.99,98.87,0,无
EQ005,离心泵,2026-03-02 10:26:42,68.77,8.25,0.989,128.85,723.49,96.26,0,无
EQ005,离心泵,2026-03-02 11:26:42,58.62,7.98,1.403,90.24,866.14,98.13,0,无
EQ005,离心泵,2026-03-02 12:26:42,57.16,8.05,1.528,125.99,854.95,96.63,0,无
EQ005,离心泵,2026-03-02 13:26:42,62.93,7.54,1.715,126.39,942.35,97.53,0,无
EQ005,离心泵,2026-03-02 14:26:42,61.38,7.93,1.614,116.34,806.22,98.1,0,无
EQ005,离心泵,2026-03-02 15:26:42,65.2,7.67,1.159,118.2,799.62,98.94,0,无
EQ005,离心泵,2026-03-02 16:26:42,73.8,7.58,1.082,111.75,809.36,97.46,0,无
EQ005,离心泵,2026-03-02 17:26:42,66.2,8.55,0.442,124.92,776.99,98.46,0,无
EQ005,离心泵,2026-03-02 18:26:42,60.52,8.6,1.474,125.68,839.66,97.25,0,无
EQ005,离心泵,2026-03-02 19:26:42,61.9,8.38,0.97,134.46,783.82,98.5,0,无
EQ005,离心泵,2026-03-02 20:26:42,75.5,7.65,1.221,130.54,847.56,97.67,0,无
EQ005,离心泵,2026-03-02 21:26:42,62.42,7.88,1.634,117.21,803.91,97.57,0,无
EQ005,离心泵,2026-03-02 22:26:42,68.53,8.08,0.899,110.31,700.07,97.17,0,无
EQ005,离心泵,2026-03-02 23:26:42,68.97,8.66,1.406,125.55,793.67,98.77,0,无
EQ005,离心泵,2026-03-03 00:26:42,66.43,8.9,1.17,133.43,843.71,98.74,0,无
EQ005,离心泵,2026-03-03 01:26:42,54.94,8.46,1.162,115.56,725.85,97.99,0,无
EQ005,离心泵,2026-03-03 02:26:42,65.17,7.35,0.758,124.87,843.59,98.19,0,无
EQ005,离心泵,2026-03-03 03:26:42,70.75,3.98,1.184,110.83,721.99,99.85,0,无
EQ005,离心泵,2026-03-03 04:26:42,70.66,7.3,1.247,119.0,786.3,97.59,0,无
EQ005,离心泵,2026-03-03 05:26:42,66.91,8.41,1.321,118.79,792.14,98.94,0,无
EQ005,离心泵,2026-03-03 06:26:42,67.32,8.04,1.189,123.45,776.58,98.82,0,无
EQ005,离心泵,2026-03-03 07:26:42,59.62,7.79,1.383,108.67,721.35,98.06,0,无
EQ005,离心泵,2026-03-03 08:26:42,56.52,7.35,1.427,117.95,864.27,96.8,0,无
EQ005,离心泵,2026-03-03 09:26:42,64.53,8.2,0.849,130.32,825.53,96.39,0,无
EQ005,离心泵,2026-03-03 10:26:42,64.81,8.19,1.023,105.2,813.92,100.21,0,无
EQ005,离心泵,2026-03-03 11:26:42,63.07,8.78,0.974,122.16,838.58,97.99,0,无
EQ005,离心泵,2026-03-03 12:26:42,63.51,8.36,1.767,123.01,774.2,97.81,0,无
EQ005,离心泵,2026-03-03 13:26:42,77.6,8.07,1.022,108.55,708.7,98.36,0,无
EQ005,离心泵,2026-03-03 14:26:42,68.27,7.8,,108.3,806.65,98.48,0,无
EQ005,离心泵,2026-03-03 15:26:42,62.32,8.85,0.949,122.83,842.42,97.92,0,无
EQ005,离心泵,2026-03-03 16:26:42,64.06,7.29,1.607,118.3,826.87,98.67,0,无
EQ005,离心泵,2026-03-03 17:26:42,92.79,7.9,1.6,108.83,906.4,97.26,0,无
EQ005,离心泵,2026-03-03 18:26:42,59.1,8.07,1.863,100.89,792.95,98.48,0,无
EQ005,离心泵,2026-03-03 19:26:42,65.17,8.19,0.985,114.0,792.58,96.87,0,无
EQ005,离心泵,2026-03-03 20:26:42,64.78,7.81,1.059,123.21,708.97,97.77,0,无
EQ005,离心泵,2026-03-03 21:26:42,76.59,7.46,1.586,120.55,769.85,96.68,0,无
EQ005,离心泵,2026-03-03 22:26:42,65.7,8.73,1.083,119.19,850.52,98.34,0,无
EQ005,离心泵,2026-03-03 23:26:42,57.14,8.05,1.654,119.63,662.93,98.39,0,无
EQ005,离心泵,2026-03-04 00:26:42,64.01,7.09,0.696,129.75,763.38,97.09,0,无
EQ005,离心泵,2026-03-04 01:26:42,64.82,7.68,1.23,117.97,740.0,97.49,0,无
EQ005,离心泵,2026-03-04 02:26:42,67.21,8.02,1.175,139.37,836.55,98.85,0,无
EQ005,离心泵,2026-03-04 03:26:42,64.17,4.06,1.071,127.78,794.48,98.22,0,无
EQ005,离心泵,2026-03-04 04:26:42,65.8,7.99,2.081,113.33,766.21,98.69,0,无
EQ005,离心泵,2026-03-04 05:26:42,62.02,7.85,0.874,124.92,825.21,97.68,0,无
EQ005,离心泵,2026-03-04 06:26:42,68.57,7.07,0.988,118.3,741.39,96.25,0,无
EQ005,离心泵,2026-03-04 07:26:42,63.46,8.35,1.585,114.53,836.66,98.64,0,无
EQ005,离心泵,2026-03-04 08:26:42,71.09,7.82,0.66,120.7,749.31,97.28,0,无
EQ005,离心泵,2026-03-04 09:26:42,63.49,7.83,1.242,127.03,781.61,98.4,0,无
EQ005,离心泵,2026-03-04 10:26:42,65.07,8.47,1.143,119.21,781.28,97.84,0,无
EQ005,离心泵,2026-03-04 11:26:42,61.08,7.56,1.433,109.17,784.04,99.02,0,无
EQ005,离心泵,2026-03-04 12:26:42,63.24,8.41,1.023,109.49,720.26,99.31,0,无
EQ005,离心泵,2026-03-04 13:26:42,59.32,8.37,0.9,133.17,910.34,96.31,0,无
EQ005,离心泵,2026-03-04 14:26:42,59.58,8.39,1.354,127.77,771.31,99.99,0,无
EQ005,离心泵,2026-03-04 15:26:42,65.59,7.39,1.124,107.96,879.55,97.34,0,无
EQ005,离心泵,2026-03-04 16:26:42,67.46,7.76,1.015,100.9,829.91,99.3,0,无
EQ005,离心泵,2026-03-04 17:26:42,60.42,7.23,1.441,103.54,860.98,97.1,0,无
EQ005,离心泵,2026-03-04 18:26:42,59.48,8.12,0.889,112.93,817.7,95.57,0,无
EQ005,离心泵,2026-03-04 19:26:42,73.21,8.02,0.812,109.83,849.58,98.6,0,无
EQ005,离心泵,2026-03-04 20:26:42,71.93,7.66,1.289,124.27,834.76,99.13,0,无
EQ005,离心泵,2026-03-04 21:26:42,61.41,7.94,1.017,119.47,834.92,96.35,0,无
EQ005,离心泵,2026-03-04 22:26:42,70.55,7.43,1.108,132.44,816.4,98.34,0,无
EQ005,离心泵,2026-03-04 23:26:42,59.1,7.48,1.482,114.11,775.25,98.96,0,无
EQ005,离心泵,2026-03-05 00:26:42,59.75,8.13,1.213,119.97,774.08,97.42,0,无
EQ005,离心泵,2026-03-05 01:26:42,59.61,8.24,1.0,129.69,788.77,96.94,0,无
EQ005,离心泵,2026-03-05 02:26:42,63.81,7.79,1.503,116.31,786.19,99.41,0,无
EQ005,离心泵,2026-03-05 03:26:42,67.54,8.83,1.578,111.13,849.5,99.53,0,无
EQ005,离心泵,2026-03-05 04:26:42,72.66,8.49,1.49,116.97,758.13,97.65,0,无
EQ005,离心泵,2026-03-05 05:26:42,56.68,8.67,1.115,132.91,738.43,99.08,0,无
EQ005,离心泵,2026-03-05 06:26:42,62.53,7.36,1.688,131.07,810.59,98.03,0,无
EQ005,离心泵,2026-03-05 07:26:42,67.2,8.1,0.962,115.88,898.04,100.67,0,无
EQ005,离心泵,2026-03-05 08:26:42,72.81,8.24,1.099,112.02,763.39,97.45,0,无
EQ005,离心泵,2026-03-05 09:26:42,75.76,8.9,1.424,110.39,844.65,97.76,0,无
EQ005,离心泵,2026-03-05 10:26:42,54.23,8.14,0.947,111.92,787.48,97.5,0,无
EQ005,离心泵,2026-03-05 11:26:42,64.83,7.96,0.637,135.2,750.83,97.05,0,无
EQ005,离心泵,2026-03-05 12:26:42,63.36,7.95,1.638,122.69,828.32,98.27,0,无
EQ005,离心泵,2026-03-05 13:26:42,66.16,8.15,0.62,117.5,858.11,101.94,0,无
EQ005,离心泵,2026-03-05 14:26:42,58.98,8.21,1.029,140.48,732.31,98.62,0,无
EQ005,离心泵,2026-03-05 15:26:42,57.96,7.84,1.19,130.7,746.14,98.66,0,无
EQ005,离心泵,2026-03-05 16:26:42,65.09,8.14,1.487,107.17,840.53,97.43,0,无
EQ005,离心泵,2026-03-05 17:26:42,70.48,8.17,1.137,114.1,841.16,99.26,0,无
EQ005,离心泵,2026-03-05 18:26:42,93.5,7.43,1.408,105.51,734.72,96.94,0,无
EQ005,离心泵,2026-03-05 19:26:42,62.92,7.33,0.618,108.65,832.12,96.73,0,无
EQ005,离心泵,2026-03-05 20:26:42,63.3,8.97,1.185,123.43,752.7,100.16,0,无
EQ005,离心泵,2026-03-05 21:26:42,62.29,7.89,1.595,118.18,802.39,97.72,0,无
EQ005,离心泵,2026-03-05 22:26:42,63.63,8.19,1.366,113.57,761.7,97.39,0,无
EQ005,离心泵,2026-03-05 23:26:42,57.99,7.2,1.289,129.39,843.55,95.62,0,无
EQ005,离心泵,2026-03-06 00:26:42,63.77,7.45,,115.82,829.6,97.98,0,无
EQ005,离心泵,2026-03-06 01:26:42,55.52,7.52,,120.9,729.72,96.46,0,无
EQ005,离心泵,2026-03-06 02:26:42,65.28,7.3,0.699,115.55,775.58,97.12,0,无
EQ005,离心泵,2026-03-06 03:26:42,61.48,8.01,0.984,120.71,780.98,98.17,0,无
EQ005,离心泵,2026-03-06 04:26:42,69.39,8.42,1.586,128.38,811.93,97.57,0,无
EQ005,离心泵,2026-03-06 05:26:42,63.06,7.56,1.201,126.97,763.72,97.96,0,无
EQ005,离心泵,2026-03-06 06:26:42,61.61,8.1,1.035,112.6,766.0,98.5,0,无
EQ005,离心泵,2026-03-06 07:26:42,64.52,7.79,1.278,115.85,856.33,97.03,0,无
EQ005,离心泵,2026-03-06 08:26:42,64.07,7.3,1.096,103.2,837.32,98.77,0,无
EQ005,离心泵,2026-03-06 09:26:42,68.92,8.01,0.936,112.0,876.51,99.44,0,无
EQ005,离心泵,2026-03-06 10:26:42,65.61,7.74,1.611,113.05,811.44,99.35,0,无
EQ005,离心泵,2026-03-06 11:26:42,60.82,8.41,1.356,119.6,750.33,97.28,0,无
EQ005,离心泵,2026-03-06 12:26:42,66.45,7.29,1.239,125.41,849.26,96.6,0,无
EQ005,离心泵,2026-03-06 13:26:42,71.58,8.85,1.323,109.62,783.59,97.95,0,无
EQ005,离心泵,2026-03-06 14:26:42,66.35,8.01,1.284,119.09,813.26,97.54,0,无
EQ005,离心泵,2026-03-06 15:26:42,63.31,7.71,1.775,134.64,827.76,99.33,0,无
EQ005,离心泵,2026-03-06 16:26:42,68.99,8.09,0.748,117.38,783.25,96.87,0,无
EQ005,离心泵,2026-03-06 17:26:42,57.57,8.25,1.297,108.33,762.71,99.16,0,无
EQ005,离心泵,2026-03-06 18:26:42,60.61,8.09,1.143,125.06,757.19,98.09,0,无
EQ005,离心泵,2026-03-06 19:26:42,65.84,8.12,1.224,123.45,909.59,100.56,0,无
EQ005,离心泵,2026-03-06 20:26:42,61.8,6.84,1.379,121.86,853.05,98.28,0,无
EQ005,离心泵,2026-03-06 21:26:42,65.29,8.56,1.581,106.13,759.17,97.89,0,无
EQ005,离心泵,2026-03-06 22:26:42,65.49,7.89,1.33,129.96,886.14,98.58,0,无
EQ005,离心泵,2026-03-06 23:26:42,60.74,7.93,1.177,125.15,819.41,100.05,0,无
EQ005,离心泵,2026-03-07 00:26:42,62.69,4.1,1.906,114.15,807.26,97.06,0,无
EQ005,离心泵,2026-03-07 01:26:42,65.41,7.61,1.514,121.47,753.23,98.84,0,无
EQ005,离心泵,2026-03-07 02:26:42,65.9,8.48,0.856,123.69,838.67,97.58,0,无
EQ005,离心泵,2026-03-07 03:26:42,58.7,7.98,1.568,131.26,778.58,96.72,0,无
EQ005,离心泵,2026-03-07 04:26:42,62.84,7.77,1.334,118.95,762.34,99.1,0,无
EQ005,离心泵,2026-03-07 05:26:42,98.55,8.22,0.683,95.76,728.12,97.52,0,无
EQ005,离心泵,2026-03-07 06:26:42,67.88,6.83,1.678,121.71,868.01,97.11,0,无
EQ005,离心泵,2026-03-07 07:26:42,67.52,8.04,1.445,117.66,823.66,99.1,0,无
EQ005,离心泵,2026-03-07 08:26:42,61.74,8.12,0.634,127.03,897.73,96.76,0,无
EQ005,离心泵,2026-03-07 09:26:42,64.54,8.44,1.209,121.65,780.45,97.57,0,无
EQ005,离心泵,2026-03-07 10:26:42,64.57,8.02,0.846,119.34,878.43,97.58,0,无
EQ005,离心泵,2026-03-07 11:26:42,58.81,7.92,0.986,106.62,806.96,97.29,0,无
EQ005,离心泵,2026-03-07 12:26:42,61.88,8.08,0.74,102.58,833.54,96.07,0,无
EQ005,离心泵,2026-03-07 13:26:42,60.12,7.1,1.054,124.28,805.62,100.39,0,无
EQ005,离心泵,2026-03-07 14:26:42,70.43,7.53,0.841,147.07,853.13,98.59,0,无
EQ005,离心泵,2026-03-07 15:26:42,65.37,8.14,0.755,121.57,803.56,97.1,0,无
EQ005,离心泵,2026-03-07 16:26:42,62.31,8.76,1.162,140.71,712.97,97.48,0,无
EQ005,离心泵,2026-03-07 17:26:42,57.26,7.4,0.952,123.15,813.34,97.32,0,无
EQ005,离心泵,2026-03-07 18:26:42,53.86,8.74,1.114,108.84,813.75,98.2,0,无
EQ005,离心泵,2026-03-07 19:26:42,63.39,8.07,0.853,127.6,750.16,97.39,0,无
EQ005,离心泵,2026-03-07 20:26:42,68.24,8.6,1.676,130.56,783.8,96.46,0,无
EQ005,离心泵,2026-03-07 21:26:42,72.03,8.69,0.998,129.21,783.39,99.5,0,无
EQ005,离心泵,2026-03-07 22:26:42,62.43,8.99,1.436,137.98,776.81,98.41,0,无
EQ005,离心泵,2026-03-07 23:26:42,60.15,8.42,1.47,143.97,824.1,98.72,0,无
EQ005,离心泵,2026-03-08 00:26:42,62.65,8.27,1.086,121.16,808.73,97.65,0,无
EQ005,离心泵,2026-03-08 01:26:42,65.31,7.81,1.086,130.77,808.77,98.35,0,无
EQ005,离心泵,2026-03-08 02:26:42,57.71,8.21,1.359,116.02,904.25,95.71,0,无
EQ005,离心泵,2026-03-08 03:26:42,68.92,8.36,1.362,121.76,827.53,98.87,0,无
EQ005,离心泵,2026-03-08 04:26:42,61.37,8.15,1.145,109.06,835.86,97.44,0,无
EQ005,离心泵,2026-03-08 05:26:42,57.51,7.73,0.96,130.28,807.66,99.38,0,无
EQ005,离心泵,2026-03-08 06:26:42,61.67,8.44,2.052,123.56,843.08,98.69,0,无
EQ005,离心泵,2026-03-08 07:26:42,57.89,8.29,1.292,117.4,755.8,98.69,0,无
EQ005,离心泵,2026-03-08 08:26:42,60.14,9.07,1.234,107.77,774.3,97.72,0,无
EQ005,离心泵,2026-03-08 09:26:42,77.06,7.56,1.165,114.62,824.96,97.48,0,无
EQ005,离心泵,2026-03-08 10:26:42,59.3,7.9,1.11,114.08,773.06,99.18,0,无
EQ005,离心泵,2026-03-08 11:26:42,63.4,7.43,1.061,120.54,733.19,99.63,0,无
EQ005,离心泵,2026-03-08 12:26:42,69.34,8.72,1.318,99.06,876.77,97.14,0,无
EQ005,离心泵,2026-03-08 13:26:42,61.09,8.08,1.613,130.53,845.31,97.69,0,无
EQ005,离心泵,2026-03-08 14:26:42,63.36,8.17,1.161,128.89,841.51,98.59,0,无
EQ005,离心泵,2026-03-08 15:26:42,52.37,8.06,1.167,121.68,762.28,96.68,0,无
EQ005,离心泵,2026-03-08 16:26:42,67.32,7.82,1.372,113.29,870.8,99.0,0,无
EQ005,离心泵,2026-03-08 17:26:42,66.48,7.89,1.456,123.93,811.93,99.04,0,无
EQ005,离心泵,2026-03-08 18:26:42,72.13,7.37,0.885,112.2,724.88,97.94,0,无
EQ005,离心泵,2026-03-08 19:26:42,68.0,7.99,1.04,131.26,807.03,98.34,0,无
EQ005,离心泵,2026-03-08 20:26:42,70.77,7.94,1.818,115.52,899.9,97.03,0,无
EQ005,离心泵,2026-03-08 21:26:42,67.59,7.68,1.536,115.22,814.54,97.35,0,无
EQ005,离心泵,2026-03-08 22:26:42,69.69,7.67,1.705,110.04,732.72,98.95,0,无
EQ005,离心泵,2026-03-08 23:26:42,62.04,8.0,1.103,106.87,796.15,99.26,0,无
EQ005,离心泵,2026-03-09 00:26:42,70.02,8.12,1.534,109.4,783.73,98.4,0,无
EQ005,离心泵,2026-03-09 01:26:42,64.35,7.88,0.84,99.19,840.89,98.24,0,无
EQ005,离心泵,2026-03-09 02:26:42,69.51,7.78,0.986,120.07,842.71,97.77,0,无
EQ005,离心泵,2026-03-09 03:26:42,69.01,7.5,1.152,119.3,861.32,98.21,0,无
EQ005,离心泵,2026-03-09 04:26:42,73.73,7.33,1.239,121.79,831.0,97.19,0,无
EQ005,离心泵,2026-03-09 05:26:42,73.42,8.01,0.874,119.84,784.34,100.78,0,无
EQ005,离心泵,2026-03-09 06:26:42,70.25,8.02,1.166,129.51,849.94,95.09,0,无
EQ005,离心泵,2026-03-09 07:26:42,68.21,8.01,,128.8,912.31,98.56,0,无
EQ005,离心泵,2026-03-09 08:26:42,70.5,8.9,0.951,101.42,832.84,97.75,0,无
EQ005,离心泵,2026-03-09 09:26:42,58.13,7.96,1.418,118.51,760.66,97.78,0,无
EQ005,离心泵,2026-03-09 10:26:42,64.9,7.04,1.157,106.56,832.95,96.44,0,无
EQ005,离心泵,2026-03-09 11:26:42,70.06,7.8,1.037,122.94,756.7,98.28,0,无
EQ005,离心泵,2026-03-09 12:26:42,61.34,7.72,1.322,108.61,736.78,98.25,0,无
EQ005,离心泵,2026-03-09 13:26:42,64.87,8.08,1.298,120.57,830.4,98.1,0,无
EQ005,离心泵,2026-03-09 14:26:42,54.96,7.13,1.778,120.0,847.51,97.65,0,无
EQ005,离心泵,2026-03-09 15:26:42,64.71,7.77,1.94,122.53,773.26,96.35,0,无
EQ005,离心泵,2026-03-09 16:26:42,74.87,7.92,1.423,128.56,776.86,98.67,0,无
EQ005,离心泵,2026-03-09 17:26:42,61.98,7.5,1.549,118.42,825.93,98.41,0,无
EQ005,离心泵,2026-03-09 18:26:42,68.19,7.22,1.024,116.76,758.43,98.43,0,无
EQ005,离心泵,2026-03-09 19:26:42,70.93,8.67,1.098,122.92,822.28,98.62,0,无
EQ005,离心泵,2026-03-09 20:26:42,60.61,8.91,1.478,129.53,860.17,98.53,0,无
EQ005,离心泵,2026-03-09 21:26:42,59.86,7.93,0.705,124.15,791.54,97.96,0,无
EQ005,离心泵,2026-03-09 22:26:42,71.02,7.77,1.124,120.22,708.0,97.73,0,无
EQ005,离心泵,2026-03-09 23:26:42,52.57,7.71,1.457,124.47,770.26,98.04,0,无
EQ005,离心泵,2026-03-10 00:26:42,59.63,8.0,2.079,138.46,802.63,98.16,0,无
EQ005,离心泵,2026-03-10 01:26:42,60.1,7.6,1.309,114.75,845.21,99.57,0,无
EQ005,离心泵,2026-03-10 02:26:42,66.66,8.05,0.696,127.48,742.82,97.58,0,无
EQ005,离心泵,2026-03-10 03:26:42,69.8,8.51,1.06,115.91,765.03,96.8,0,无
EQ005,离心泵,2026-03-10 04:26:42,61.83,7.19,1.405,123.95,828.03,97.05,0,无
EQ005,离心泵,2026-03-10 05:26:42,59.02,8.03,1.219,118.53,785.53,99.71,0,无
EQ005,离心泵,2026-03-10 06:26:42,67.13,8.99,1.581,137.03,746.28,98.59,0,无
EQ005,离心泵,2026-03-10 07:26:42,62.84,7.17,1.649,117.06,747.24,97.59,0,无
EQ005,离心泵,2026-03-10 08:26:42,61.02,7.65,1.134,137.31,766.68,99.66,0,无
EQ005,离心泵,2026-03-10 09:26:42,69.24,8.2,1.424,120.14,864.3,98.57,0,无
EQ005,离心泵,2026-03-10 10:26:42,56.68,8.15,1.435,117.11,806.31,97.39,0,无
EQ005,离心泵,2026-03-10 11:26:42,58.11,7.22,0.739,126.69,675.49,97.33,0,无
EQ005,离心泵,2026-03-10 12:26:42,61.17,7.86,0.643,124.04,736.34,99.13,0,无
EQ005,离心泵,2026-03-10 13:26:42,61.89,7.95,1.201,122.44,801.85,97.57,0,无
EQ005,离心泵,2026-03-10 14:26:42,66.72,8.23,0.97,124.26,859.59,98.71,0,无
EQ005,离心泵,2026-03-10 15:26:42,69.66,8.09,0.919,111.9,815.99,98.94,0,无
EQ005,离心泵,2026-03-10 16:26:42,78.93,8.49,0.849,112.33,913.93,97.79,0,无
EQ005,离心泵,2026-03-10 17:26:42,65.24,7.52,1.67,125.0,761.27,97.01,0,无
EQ005,离心泵,2026-03-10 18:26:42,66.54,8.02,1.45,125.47,786.78,97.46,0,无
EQ005,离心泵,2026-03-10 19:26:42,64.2,7.72,1.161,120.16,755.1,98.63,0,无
EQ005,离心泵,2026-03-10 20:26:42,63.15,7.58,1.095,122.42,804.15,98.42,0,无
EQ005,离心泵,2026-03-10 21:26:42,69.49,8.65,1.286,109.31,786.54,97.0,0,无
EQ005,离心泵,2026-03-10 22:26:42,73.48,8.99,1.395,128.58,812.55,98.37,0,无
EQ005,离心泵,2026-03-10 23:26:42,57.01,7.96,0.936,122.81,797.02,99.95,0,无
EQ005,离心泵,2026-03-11 00:26:42,69.58,8.14,1.12,136.76,798.5,98.33,0,无
EQ005,离心泵,2026-03-11 01:26:42,65.21,7.8,1.211,100.38,722.61,98.35,0,无
EQ005,离心泵,2026-03-11 02:26:42,72.84,8.17,0.984,105.57,839.23,97.43,0,无
EQ005,离心泵,2026-03-11 03:26:42,68.22,8.19,1.343,120.34,819.18,97.88,0,无
EQ005,离心泵,2026-03-11 04:26:42,61.82,7.52,0.484,118.19,875.97,98.73,0,无
EQ005,离心泵,2026-03-11 05:26:42,66.14,7.63,1.499,118.81,878.75,97.02,0,无
EQ005,离心泵,2026-03-11 06:26:42,61.25,7.58,0.755,110.63,805.16,97.29,0,无
EQ005,离心泵,2026-03-11 07:26:42,45.72,8.54,0.695,125.89,801.56,100.12,0,无
EQ005,离心泵,2026-03-11 08:26:42,69.98,7.75,0.989,135.03,726.21,98.19,0,无
EQ005,离心泵,2026-03-11 09:26:42,64.34,7.83,1.306,121.9,822.87,98.14,0,无
EQ005,离心泵,2026-03-11 10:26:42,67.09,8.05,1.002,120.04,764.28,97.22,0,无
EQ005,离心泵,2026-03-11 11:26:42,63.32,7.94,1.211,129.16,775.08,98.2,0,无
EQ005,离心泵,2026-03-11 12:26:42,65.59,7.7,1.222,130.03,809.33,98.23,0,无
EQ005,离心泵,2026-03-11 13:26:42,61.47,8.98,1.005,103.32,843.01,97.89,0,无
